transaction_id,transaction_date,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct
TX-0173,2026-09-03,CUS-126,everyday-hoodie,Everyday Hoodie,Apparel,3,54.99,0.15
TX-0174,2026-05-06,CUS-121,wireless-headphones,Wireless Headphones,Audio,3,89.99,0.1
TX-0175,2026-03-08,CUS-065,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0176,2026-06-05,CUS-126,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0177,2026-03-08,CUS-039,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.15
TX-0178,2026-03-16,CUS-064,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0
TX-0179,2026-07-28,CUS-058,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.05
TX-0180,2026-05-10,CUS-110,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.05
TX-0181,2026-07-29,CUS-026,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0182,2026-08-11,CUS-021,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0
TX-0183,2026-03-14,CUS-041,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.1
TX-0184,2026-07-25,CUS-121,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.15
TX-0185,2026-08-22,CUS-073,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0186,2026-08-17,CUS-060,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0
TX-0187,2026-07-23,CUS-051,smart-watch,Smart Watch,Wearables,2,149.99,0.15
TX-0188,2026-08-07,CUS-039,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0189,2026-03-10,CUS-043,smart-watch,Smart Watch,Wearables,2,149.99,0
TX-0190,2026-05-07,CUS-113,smart-watch,Smart Watch,Wearables,1,149.99,0.1
TX-0191,2026-08-21,CUS-104,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0192,2026-06-15,CUS-021,smart-watch,Smart Watch,Wearables,1,149.99,0.05
TX-0193,2026-08-30,CUS-083,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.05
TX-0194,2026-04-22,CUS-148,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0195,2026-05-02,CUS-148,usb-c-hub,USB-C Hub,Accessories,3,39.99,0.15
TX-0196,2026-06-23,CUS-133,wireless-headphones,Wireless Headphones,Audio,2,89.99,0
TX-0197,2026-04-10,CUS-150,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0198,2026-03-18,CUS-121,desk-lamp,Desk Lamp,Home Office,2,44.99,0.05
TX-0199,2026-08-13,CUS-027,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0200,2026-06-29,CUS-074,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.15
TX-0201,2026-03-04,CUS-117,everyday-hoodie,Everyday Hoodie,Apparel,3,54.99,0.1
TX-0202,2026-03-24,CUS-104,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0203,2026-08-10,CUS-139,usb-c-hub,USB-C Hub,Accessories,2,39.99,0
TX-0204,2026-07-05,CUS-093,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0205,2026-06-16,CUS-014,usb-c-hub,USB-C Hub,Accessories,2,39.99,0.15
TX-0206,2026-05-07,CUS-113,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0207,2026-08-03,CUS-062,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0208,2026-02-26,CUS-142,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.1
TX-0209,2026-06-21,CUS-031,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0210,2026-08-25,CUS-075,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0.05
TX-0211,2026-06-26,CUS-121,usb-c-hub,USB-C Hub,Accessories,2,39.99,0.05
TX-0212,2026-06-01,CUS-049,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0213,2026-03-12,CUS-071,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0214,2026-05-02,CUS-001,desk-lamp,Desk Lamp,Home Office,1,44.99,0.1
TX-0215,2026-07-21,CUS-126,smart-watch,Smart Watch,Wearables,2,149.99,0.1
TX-0216,2026-05-22,CUS-086,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.05
TX-0217,2026-06-19,CUS-083,usb-c-hub,USB-C Hub,Accessories,2,39.99,0.05
TX-0218,2026-07-19,CUS-099,mechanical-keyboard,Mechanical Keyboard,Office,4,119.99,0
TX-0219,2026-03-06,CUS-082,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0.05
TX-0220,2026-06-01,CUS-039,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0221,2026-07-01,CUS-085,desk-lamp,Desk Lamp,Home Office,3,44.99,0
TX-0222,2026-03-20,CUS-135,wireless-headphones,Wireless Headphones,Audio,3,89.99,0.05
TX-0223,2026-06-07,CUS-040,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0224,2026-05-20,CUS-102,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0225,2026-08-14,CUS-137,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0226,2026-08-25,CUS-125,desk-lamp,Desk Lamp,Home Office,3,44.99,0.15
TX-0227,2026-04-24,CUS-074,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0228,2026-03-20,CUS-026,mechanical-keyboard,Mechanical Keyboard,Office,2,119.99,0.05
TX-0229,2026-03-02,CUS-012,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0230,2026-05-25,CUS-096,smart-watch,Smart Watch,Wearables,2,149.99,0
TX-0231,2026-06-08,CUS-145,desk-lamp,Desk Lamp,Home Office,1,44.99,0.1
TX-0232,2026-04-08,CUS-021,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0
TX-0233,2026-08-16,CUS-062,usb-c-hub,USB-C Hub,Accessories,3,39.99,0.1
TX-0234,2026-04-23,CUS-119,desk-lamp,Desk Lamp,Home Office,3,44.99,0
TX-0235,2026-08-12,CUS-003,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0236,2026-07-12,CUS-041,desk-lamp,Desk Lamp,Home Office,3,44.99,0.15
TX-0237,2026-07-23,CUS-077,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0238,2026-04-28,CUS-117,everyday-hoodie,Everyday Hoodie,Apparel,3,54.99,0.15
TX-0239,2026-06-26,CUS-028,smart-watch,Smart Watch,Wearables,1,149.99,0.05
TX-0240,2026-07-20,CUS-076,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0241,2026-06-04,CUS-071,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.15
TX-0242,2026-09-10,CUS-013,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.15
TX-0243,2026-09-09,CUS-059,usb-c-hub,USB-C Hub,Accessories,2,39.99,0
TX-0244,2026-08-04,CUS-049,usb-c-hub,USB-C Hub,Accessories,2,39.99,0
TX-0245,2026-09-07,CUS-036,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.15
TX-0246,2026-08-07,CUS-011,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.15
TX-0247,2026-07-21,CUS-094,smart-watch,Smart Watch,Wearables,2,149.99,0
TX-0248,2026-05-17,CUS-107,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0249,2026-05-27,CUS-136,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.1
TX-0250,2026-04-29,CUS-124,usb-c-hub,USB-C Hub,Accessories,3,39.99,0
TX-0251,2026-09-16,CUS-030,smart-watch,Smart Watch,Wearables,2,149.99,0
TX-0252,2026-09-04,CUS-058,desk-lamp,Desk Lamp,Home Office,3,44.99,0
TX-0253,2026-09-16,CUS-143,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0.05
TX-0254,2026-02-26,CUS-068,smart-watch,Smart Watch,Wearables,1,149.99,0.05
TX-0255,2026-08-14,CUS-068,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0256,2026-05-29,CUS-028,usb-c-hub,USB-C Hub,Accessories,1,39.99,0.15
TX-0257,2026-07-31,CUS-144,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0
TX-0258,2026-08-07,CUS-017,smart-watch,Smart Watch,Wearables,3,149.99,0
TX-0259,2026-05-11,CUS-105,everyday-hoodie,Everyday Hoodie,Apparel,2,54.99,0.15
TX-0260,2026-05-11,CUS-127,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0261,2026-03-29,CUS-100,wireless-headphones,Wireless Headphones,Audio,1,89.99,0.1
TX-0262,2026-08-20,CUS-139,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0263,2026-04-03,CUS-107,desk-lamp,Desk Lamp,Home Office,1,44.99,0.15
TX-0264,2026-07-30,CUS-105,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.05
TX-0265,2026-04-19,CUS-114,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0266,2026-03-20,CUS-095,desk-lamp,Desk Lamp,Home Office,3,44.99,0
TX-0267,2026-05-25,CUS-016,usb-c-hub,USB-C Hub,Accessories,3,39.99,0.15
TX-0268,2026-06-19,CUS-024,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0269,2026-07-25,CUS-006,everyday-hoodie,Everyday Hoodie,Apparel,1,54.99,0.15
TX-0270,2026-03-27,CUS-145,wireless-headphones,Wireless Headphones,Audio,2,89.99,0
TX-0271,2026-04-17,CUS-056,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0.1
TX-0272,2026-09-12,CUS-001,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0273,2026-03-28,CUS-139,smart-watch,Smart Watch,Wearables,2,149.99,0
TX-0274,2026-08-11,CUS-007,smart-watch,Smart Watch,Wearables,2,149.99,0
TX-0275,2026-07-23,CUS-083,mechanical-keyboard,Mechanical Keyboard,Office,1,119.99,0
TX-0276,2026-03-27,CUS-108,wireless-headphones,Wireless Headphones,Audio,1,89.99,0
TX-0277,2026-06-24,CUS-115,usb-c-hub,USB-C Hub,Accessories,1,39.99,0
TX-0278,2026-06-18,CUS-129,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0279,2026-08-28,CUS-134,mechanical-keyboard,Mechanical Keyboard,Office,3,119.99,0
TX-0280,2026-03-10,CUS-123,smart-watch,Smart Watch,Wearables,1,149.99,0
TX-0281,2026-06-28,CUS-114,desk-lamp,Desk Lamp,Home Office,1,44.99,0
TX-0282,2026-07-28,CUS-038,wireless-headphones,Wireless Headphones,Audio,3,89.99,0
